代码,名称,数据日期,综合得分,回调深度,收盘价,MA5,MA10,MA20,MA60,RSI6,RSI14,MACD柱,KDJ_K,KDJ_D,KDJ_J,量/MA20量,近10日涨幅%,近20日涨幅%,ATR,BIAS5,详细理由
300033,同花顺,2026-04-13,9.0,深回调,235.06,222.13,216.19,217.91,235.05,76.2,62.1,2.9417,66.3,50.0,98.8,1.94,11.2,5.2,9.73,5.8,上涨:近10日+11% | 回调至MA60(235.05) | MACD红柱(已启动) | RSI14=62(正常区) | KDJ金叉(K=66) | 量能健康(1.9xMA20) | 量开始放大
300066,三川智慧,2026-04-13,9.0,中回调,6.51,6.42,6.3,6.42,6.93,77.1,64.5,0.0493,72.2,59.1,98.5,1.17,3.2,-9.0,0.21,1.4,小幅涨:近10日+3% | 回调至MA20(6.42):+1.4% | MACD红柱(已启动) | RSI14=64(正常区) | 乖离正常:BIAS20=1.4% | 量能健康(1.2xMA20) | 量开始放大
300103,达刚控股,2026-04-13,9.0,中回调,7.18,7.05,7.0,7.1,7.64,62.7,65.4,0.0401,59.7,52.0,75.1,0.84,2.9,-7.5,0.31,1.8,小幅涨:近10日+3% | 回调至MA20(7.10):+1.2% | MACD红柱(已启动) | KDJ金叉(K=60) | 乖离正常:BIAS20=1.2% | 量能健康(0.8xMA20)
300151,昌红科技,2026-04-13,9.0,中回调,16.4,16.06,15.64,15.92,16.77,72.0,63.9,0.1465,70.4,59.6,91.9,1.36,5.1,-7.0,0.71,2.1,小幅涨:近10日+5% | 回调至MA20(15.92):+3.0% | MACD红柱(已启动) | RSI14=64(正常区) | 乖离正常:BIAS20=3.0% | 量能健康(1.4xMA20) | 量开始放大
300192,科德教育,2026-04-13,9.0,中回调,19.13,19.23,18.89,18.75,20.36,59.9,65.6,0.1614,69.8,66.6,76.2,0.9,2.5,-0.1,0.8,-0.5,小幅涨:近10日+3% | 回调至MA20(18.75):+2.0% | MACD红柱(已启动) | KDJ金叉(K=70) | 乖离正常:BIAS20=2.0% | 量能健康(0.9xMA20)
300204,舒泰神,2026-04-13,9.0,轻回调,29.38,29.55,30.36,27.44,27.14,14.1,71.0,0.1795,34.7,50.8,2.6,0.98,5.8,15.3,2.26,-0.6,强势:近20日+15% | 回调至MA10下:-3.2% | MACD红柱(已启动) | KDJ超卖J=3 | 量能健康(1.0xMA20)
300263,隆华科技,2026-04-13,9.0,中回调,10.03,9.77,9.61,9.84,10.57,82.5,61.4,0.0664,73.1,54.5,110.3,1.03,3.3,-9.7,0.34,2.6,小幅涨:近10日+3% | 回调至MA20(9.84):+1.9% | MACD红柱(已启动) | RSI14=61(正常区) | 乖离正常:BIAS20=1.9% | 量能健康(1.0xMA20) | 量开始放大
300302,同有科技,2026-04-13,9.0,布林撑,22.75,21.63,20.7,21.73,20.46,86.8,51.4,0.0899,71.3,50.6,112.6,0.62,7.7,16.5,1.32,5.2,强势:近20日+17% | 布林下轨(17.85)获撑 | MACD红柱(已启动) | RSI14=51(回升区) | 量能健康(0.6xMA20)
300349,金卡智能,2026-04-13,9.0,中回调,14.11,14.04,13.89,13.92,16.12,61.9,65.2,0.1524,67.1,61.1,79.2,0.62,2.2,-4.3,0.44,0.5,小幅涨:近10日+2% | 回调至MA20(13.92):+1.4% | MACD红柱(已启动) | KDJ金叉(K=67) | 乖离正常:BIAS20=1.4% | 量能健康(0.6xMA20)
300415,伊之密,2026-04-13,9.0,中回调,24.99,24.75,24.35,24.7,26.1,71.5,65.3,0.1652,66.1,55.0,88.4,0.64,2.6,-7.9,0.74,1.0,小幅涨:近10日+3% | 回调至MA20(24.70):+1.2% | MACD红柱(已启动) | KDJ金叉(K=66) | 乖离正常:BIAS20=1.2% | 量能健康(0.6xMA20)
300479,神思电子,2026-04-13,9.0,中回调,18.93,18.48,18.26,18.78,20.35,67.3,59.3,0.1137,73.2,53.1,113.3,1.04,4.0,-7.2,0.65,2.4,小幅涨:近10日+4% | 回调至MA20(18.78):+0.8% | MACD红柱(已启动) | RSI14=59(正常区) | 乖离正常:BIAS20=0.8% | 量能健康(1.0xMA20) | 量开始放大
300572,安车检测,2026-04-13,9.0,布林撑,30.13,29.0,28.21,27.05,27.97,92.9,83.9,0.4171,82.4,80.5,86.4,1.78,9.9,13.8,1.1,3.9,强势:近20日+14% | 布林下轨(23.76)获撑 | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(1.8xMA20) | 量开始放大
300573,兴齐眼药,2026-04-13,9.0,中回调,67.8,67.64,67.13,66.98,70.64,52.0,65.2,0.38,66.8,64.5,71.2,0.59,2.4,-4.5,1.86,0.2,小幅涨:近10日+2% | 回调至MA20(66.98):+1.2% | MACD红柱(已启动) | KDJ金叉(K=67) | 乖离正常:BIAS20=1.2% | 量能健康(0.6xMA20)
300593,新雷能,2026-04-13,9.0,中回调,24.77,24.29,23.69,24.06,28.46,77.3,64.2,0.3754,70.7,56.0,100.1,0.9,8.3,-8.6,0.98,2.0,上涨:近10日+8% | 回调至MA20(24.06):+2.9% | MACD红柱(已启动) | RSI14=64(正常区) | 乖离正常:BIAS20=2.9% | 量能健康(0.9xMA20)
300597,吉大通信,2026-04-13,9.0,中回调,9.29,9.22,9.1,9.18,9.75,70.8,68.5,0.0579,61.0,57.8,67.2,0.58,2.2,-5.6,0.33,0.7,小幅涨:近10日+2% | 回调至MA20(9.18):+1.2% | MACD红柱(已启动) | KDJ金叉(K=61) | 乖离正常:BIAS20=1.2% | 量能健康(0.6xMA20)
300627,华测导航,2026-04-13,9.0,中回调,33.56,33.42,33.25,33.21,36.62,59.4,66.3,0.2475,67.9,64.0,75.6,0.83,2.3,-5.9,0.85,0.4,小幅涨:近10日+2% | 回调至MA20(33.21):+1.0% | MACD红柱(已启动) | KDJ金叉(K=68) | 乖离正常:BIAS20=1.0% | 量能健康(0.8xMA20)
300645,正元智慧,2026-04-13,9.0,中回调,17.22,17.09,16.85,17.2,18.86,63.2,59.5,0.123,73.9,59.9,102.0,0.84,2.9,-8.8,0.67,0.8,小幅涨:近10日+3% | 回调至MA20(17.20):+0.1% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=0.1% | 量能健康(0.8xMA20) | 量开始放大
300685,艾德生物,2026-04-13,9.0,中回调,22.86,22.92,22.83,22.37,21.72,45.7,61.6,0.0631,65.4,70.2,55.9,0.98,2.1,8.3,0.81,-0.3,小幅涨:近10日+2% | 回调至MA20(22.37):+2.2% | MACD红柱(已启动) | RSI14=62(正常区) | 乖离正常:BIAS20=2.2% | 量能健康(1.0xMA20) | 量开始放大
300693,盛弘股份,2026-04-13,9.0,布林撑,46.99,46.53,45.52,45.24,42.91,64.9,60.9,0.1528,60.6,58.6,64.6,0.98,6.6,-1.7,2.34,1.0,上涨:近10日+7% | 布林下轨(42.49)获撑 | MACD红柱(已启动) | RSI14=61(正常区) | KDJ金叉(K=61) | 量能健康(1.0xMA20)
300726,宏达电子,2026-04-13,9.0,中回调,43.48,42.77,42.24,43.25,48.36,77.3,58.3,0.3361,71.3,51.1,111.8,0.96,3.0,-8.3,1.24,1.7,小幅涨:近10日+3% | 回调至MA20(43.25):+0.5% | MACD红柱(已启动) | RSI14=58(正常区) | 乖离正常:BIAS20=0.5% | 量能健康(1.0xMA20) | 量开始放大
300798,锦鸡股份,2026-04-13,9.0,布林撑,10.03,9.96,9.76,9.73,9.22,64.0,55.7,0.0335,71.1,60.2,93.0,0.75,7.4,2.7,0.63,0.7,上涨:近10日+7% | 布林下轨(9.06)获撑 | MACD红柱(已启动) | RSI14=56(正常区) | RSI6金叉RSI14 | 量能健康(0.8xMA20)
300804,广康生化,2026-04-13,9.0,中回调,46.9,50.07,47.84,46.99,43.38,52.3,58.5,0.2932,58.5,61.2,53.2,1.84,5.2,-12.7,3.77,-6.3,小幅涨:近10日+5% | 回调至MA20(46.99):-0.2% | MACD红柱(已启动) | RSI14=58(正常区) | 乖离正常:BIAS20=-0.2% | 量能健康(1.8xMA20) | 量开始放大
300906,日月明,2026-04-13,9.0,中回调,32.34,32.18,32.02,31.86,34.37,75.8,65.5,0.2271,47.7,46.4,50.2,0.58,3.9,-2.6,1.37,0.5,小幅涨:近10日+4% | 回调至MA20(31.86):+1.5% | MACD红柱(已启动) | KDJ金叉(K=48) | 乖离正常:BIAS20=1.5% | 量能健康(0.6xMA20)
300901,中胤时尚,2026-04-13,9.0,深回调,16.48,15.8,15.57,15.72,16.95,67.5,64.8,0.1543,68.4,52.7,99.8,0.84,8.1,-0.3,0.57,4.3,上涨:近10日+8% | 回调至MA60(16.95) | MACD红柱(已启动) | RSI14=65(正常区) | KDJ金叉(K=68) | 量能健康(0.8xMA20) | 量开始放大
300967,晓鸣股份,2026-04-13,9.0,中回调,18.74,18.24,18.04,18.35,20.01,52.7,62.5,0.1356,71.0,57.0,99.0,1.53,4.4,-7.8,0.71,2.7,小幅涨:近10日+4% | 回调至MA20(18.35):+2.1% | MACD红柱(已启动) | RSI14=62(正常区) | 乖离正常:BIAS20=2.1% | 量能健康(1.5xMA20) | 量开始放大
600031,三一重工,2026-04-13,9.0,中回调,20.36,20.41,20.04,19.89,21.72,56.1,64.3,0.2211,76.7,72.7,84.7,0.83,6.3,-4.4,0.63,-0.3,上涨:近10日+6% | 回调至MA20(19.89):+2.4% | MACD红柱(已启动) | RSI14=64(正常区) | 乖离正常:BIAS20=2.4% | 量能健康(0.8xMA20)
600346,恒力石化,2026-04-13,9.0,中回调,22.11,22.94,22.43,21.9,23.8,47.9,62.6,0.2368,62.7,71.5,45.0,1.32,3.5,-3.7,0.95,-3.6,小幅涨:近10日+4% | 回调至MA20(21.90):+1.0% | MACD红柱(已启动) | RSI14=63(正常区) | 乖离正常:BIAS20=1.0% | 量能健康(1.3xMA20) | 量开始放大
600339,中油工程,2026-04-13,9.0,中回调,4.34,4.53,4.39,4.27,4.13,40.9,61.2,0.0207,55.3,60.4,45.1,1.52,5.3,-1.6,0.26,-4.2,小幅涨:近10日+5% | 回调至MA20(4.27):+1.7% | MACD红柱(已启动) | RSI14=61(正常区) | 乖离正常:BIAS20=1.7% | 量能健康(1.5xMA20) | 量开始放大
600343,航天动力,2026-04-13,9.0,中回调,31.81,32.17,32.48,31.51,34.75,42.7,58.3,0.2178,41.1,47.8,27.8,0.57,7.4,-1.6,1.83,-1.1,上涨:近10日+7% | 回调至MA20(31.51):+0.9% | MACD红柱(已启动) | RSI14=58(正常区) | 乖离正常:BIAS20=0.9% | 量能健康(0.6xMA20)
600362,江西铜业,2026-04-13,9.0,中回调,45.54,44.79,44.1,44.84,53.5,71.3,62.6,0.5689,73.8,56.5,108.4,1.12,3.8,-10.2,1.4,1.7,小幅涨:近10日+4% | 回调至MA20(44.84):+1.6% | MACD红柱(已启动) | RSI14=63(正常区) | 乖离正常:BIAS20=1.6% | 量能健康(1.1xMA20) | 量开始放大
600493,凤竹纺织,2026-04-13,9.0,中回调,7.46,7.4,7.4,7.33,7.65,56.4,69.6,0.0349,58.8,57.8,60.8,0.7,2.1,-3.4,0.31,0.8,小幅涨:近10日+2% | 回调至MA20(7.33):+1.8% | MACD红柱(已启动) | KDJ金叉(K=59) | 乖离正常:BIAS20=1.8% | 量能健康(0.7xMA20)
600590,泰豪科技,2026-04-13,9.0,布林撑,14.48,14.15,13.8,14.03,13.0,65.2,49.6,0.0275,70.8,58.1,96.0,0.87,11.5,-0.1,1.05,2.3,上涨:近10日+11% | 布林下轨(12.54)获撑 | MACD红柱(已启动) | RSI14=50(回升区) | 量能健康(0.9xMA20) | 量开始放大
600739,辽宁成大,2026-04-13,9.0,中回调,11.73,11.48,11.38,11.43,11.95,69.4,69.5,0.0749,64.8,57.8,78.8,0.79,5.7,-3.6,0.3,2.2,小幅涨:近10日+6% | 回调至MA20(11.43):+2.6% | MACD红柱(已启动) | KDJ金叉(K=65) | 乖离正常:BIAS20=2.6% | 量能健康(0.8xMA20)
600776,东方通信,2026-04-13,9.0,中回调,15.35,15.4,15.21,15.18,17.63,69.1,68.4,0.1728,67.9,65.9,71.8,0.9,3.6,-4.7,0.46,-0.3,小幅涨:近10日+4% | 回调至MA20(15.18):+1.1% | MACD红柱(已启动) | KDJ金叉(K=68) | 乖离正常:BIAS20=1.1% | 量能健康(0.9xMA20)
600841,动力新科,2026-04-13,9.0,深回调,9.35,9.01,8.75,8.62,8.92,84.0,73.7,0.1166,69.2,63.4,81.0,2.09,7.2,3.0,0.51,3.8,上涨:近10日+7% | 回调至MA60(8.92) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=69) | 量开始放大
600999,招商证券,2026-04-13,9.0,中回调,15.82,15.74,15.64,15.6,16.37,57.5,65.8,0.0858,66.5,66.2,67.0,0.85,3.3,-1.0,0.29,0.5,小幅涨:近10日+3% | 回调至MA20(15.60):+1.4% | MACD红柱(已启动) | KDJ金叉(K=66) | 乖离正常:BIAS20=1.4% | 量能健康(0.9xMA20)
601609,金田股份,2026-04-13,9.0,深回调,10.26,10.11,10.04,9.91,10.93,76.2,74.3,0.1035,66.7,61.1,77.9,0.83,5.0,-2.6,0.28,1.5,小幅涨:近10日+5% | 回调至MA60(10.93) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=67) | 量能健康(0.8xMA20) | 量开始放大
601633,长城汽车,2026-04-13,9.0,中回调,21.36,21.01,20.83,20.9,20.95,67.1,58.4,0.0664,72.1,59.7,97.1,1.02,2.3,1.4,0.47,1.7,小幅涨:近10日+2% | 回调至MA20(20.90):+2.2% | MACD红柱(已启动) | RSI14=58(正常区) | 乖离正常:BIAS20=2.2% | 量能健康(1.0xMA20) | 量开始放大
601872,招商轮船,2026-04-13,9.0,轻回调,18.22,19.49,18.87,18.04,14.78,29.8,56.2,-0.0492,60.2,66.6,47.3,0.88,6.5,16.9,1.41,-6.5,强势:近20日+17% | 回调至MA10下:-3.5% | MACD绿柱(-0.0492) | RSI14=56(正常区) | 乖离正常:BIAS20=1.0% | 量能健康(0.9xMA20)
603045,福达合金,2026-04-13,9.0,布林撑,32.6,31.66,30.18,30.13,28.84,75.0,64.2,0.3575,68.4,55.2,94.8,2.26,12.6,4.2,1.58,3.0,上涨:近10日+13% | 布林下轨(26.79)获撑 | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=68) | 量开始放大
603111,康尼机电,2026-04-13,9.0,中回调,6.79,6.72,6.7,6.65,6.94,67.4,71.0,0.0368,56.3,52.8,63.1,0.42,4.0,-1.6,0.19,1.0,小幅涨:近10日+4% | 回调至MA20(6.65):+2.2% | MACD红柱(已启动) | KDJ金叉(K=56) | 乖离正常:BIAS20=2.2% | 量能健康(0.4xMA20)
603158,腾龙股份,2026-04-13,9.0,布林撑,12.74,12.48,12.09,11.95,11.24,62.1,64.3,0.0993,69.7,63.2,82.5,0.85,9.1,-0.5,0.72,2.1,上涨:近10日+9% | 布林下轨(10.71)获撑 | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=70) | 量能健康(0.8xMA20)
603197,保隆科技,2026-04-13,9.0,中回调,33.19,32.62,32.29,32.61,35.34,66.7,65.2,0.2645,63.2,53.6,82.5,0.9,3.4,-2.7,0.74,1.7,小幅涨:近10日+3% | 回调至MA20(32.61):+1.8% | MACD红柱(已启动) | KDJ金叉(K=63) | 乖离正常:BIAS20=1.8% | 量能健康(0.9xMA20)
603220,中贝通信,2026-04-13,9.0,深回调,26.98,26.75,26.15,25.92,25.78,73.8,62.5,0.1402,79.1,70.9,95.6,1.01,8.3,2.9,1.48,0.9,上涨:近10日+8% | 回调至MA60(25.78) | MACD红柱(已启动) | RSI14=62(正常区) | RSI6金叉RSI14 | 量能健康(1.0xMA20) | 量开始放大
603231,索宝蛋白,2026-04-13,9.0,中回调,17.61,17.44,17.38,17.46,18.61,54.7,69.1,0.086,68.5,60.8,83.8,1.03,2.0,-5.9,0.45,1.0,小幅涨:近10日+2% | 回调至MA20(17.46):+0.9% | MACD红柱(已启动) | KDJ金叉(K=68) | 乖离正常:BIAS20=0.9% | 量能健康(1.0xMA20)
603226,菲林格尔,2026-04-13,9.0,布林撑,39.15,38.22,37.27,37.97,33.22,66.9,62.7,-0.0107,66.9,52.7,95.3,0.55,7.0,0.4,1.86,2.4,上涨:近10日+7% | 布林下轨(34.18)获撑 | MACD绿柱收窄(-0.0107) | RSI14=63(正常区) | KDJ金叉(K=67) | 量能健康(0.6xMA20)
603281,江瀚新材,2026-04-13,9.0,布林撑,36.22,35.25,34.1,32.65,31.88,95.4,89.2,0.3874,84.3,85.2,82.5,1.81,10.9,12.0,1.33,2.8,强势:近20日+12% | 布林下轨(28.88)获撑 | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(1.8xMA20) | 量开始放大
603282,亚光股份,2026-04-13,9.0,中回调,20.97,20.75,20.71,20.55,21.34,54.9,68.2,0.0851,63.3,61.0,67.8,0.86,3.4,-3.1,0.73,1.1,小幅涨:近10日+3% | 回调至MA20(20.55):+2.0% | MACD红柱(已启动) | KDJ金叉(K=63) | 乖离正常:BIAS20=2.0% | 量能健康(0.9xMA20)
603390,通达电气,2026-04-13,9.0,中回调,11.85,11.79,11.76,11.72,12.57,52.9,69.5,0.0764,63.5,62.1,66.4,0.87,3.4,-2.7,0.31,0.5,小幅涨:近10日+3% | 回调至MA20(11.72):+1.1% | MACD红柱(已启动) | KDJ金叉(K=63) | 乖离正常:BIAS20=1.1% | 量能健康(0.9xMA20)
603500,祥和实业,2026-04-13,9.0,中回调,11.34,11.24,11.15,11.07,12.35,61.2,70.6,0.1216,64.1,59.5,73.3,0.72,3.9,-2.6,0.33,0.9,小幅涨:近10日+4% | 回调至MA20(11.07):+2.5% | MACD红柱(已启动) | KDJ金叉(K=64) | 乖离正常:BIAS20=2.5% | 量能健康(0.7xMA20)
603601,再升科技,2026-04-13,9.0,轻回调,13.72,13.73,14.16,12.97,12.11,41.3,67.0,-0.0186,34.1,48.0,6.2,0.7,4.1,18.2,1.14,-0.1,强势:近20日+18% | 回调至MA10下:-3.1% | MACD绿柱收窄(-0.0186) | KDJ超卖J=6 | 量能健康(0.7xMA20)
603660,苏州科达,2026-04-13,9.0,深回调,10.02,9.49,9.36,9.34,10.12,73.5,64.1,0.1094,64.8,51.2,92.1,1.66,12.5,5.5,0.46,5.6,上涨:近10日+12% | 回调至MA60(10.12) | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=65) | 量能健康(1.7xMA20) | 量开始放大
603895,天永智能,2026-04-13,9.0,中回调,27.47,26.81,26.37,26.77,30.35,73.2,61.1,0.3309,71.0,56.0,101.1,1.37,4.2,-4.5,1.04,2.5,小幅涨:近10日+4% | 回调至MA20(26.77):+2.6% | MACD红柱(已启动) | RSI14=61(正常区) | 乖离正常:BIAS20=2.6% | 量能健康(1.4xMA20) | 量开始放大
605218,伟时电子,2026-04-13,9.0,中回调,18.21,17.54,17.2,17.73,18.81,83.5,63.4,0.136,79.3,60.6,116.7,0.93,5.6,-4.5,0.66,3.8,小幅涨:近10日+6% | 回调至MA20(17.73):+2.7% | MACD红柱(已启动) | RSI14=63(正常区) | 乖离正常:BIAS20=2.7% | 量能健康(0.9xMA20) | 量开始放大
688035,德邦科技,2026-04-13,9.0,深回调,60.7,59.52,57.09,58.46,59.45,75.9,61.6,0.5433,65.7,52.1,93.1,1.43,7.0,-9.8,2.98,2.0,上涨:近10日+7% | 回调至MA60(59.45) | MACD红柱(已启动) | RSI14=62(正常区) | KDJ金叉(K=66) | 量能健康(1.4xMA20) | 量开始放大
688139,海尔生物,2026-04-13,9.0,深回调,33.22,31.52,31.52,31.56,32.61,67.6,67.2,0.1727,61.3,51.5,80.9,2.06,8.4,3.8,1.08,5.4,上涨:近10日+8% | 回调至MA60(32.61) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=61) | 量开始放大
688173,希荻微,2026-04-13,9.0,中回调,14.38,14.04,13.77,14.11,15.5,75.0,59.7,0.1267,71.1,53.0,107.2,0.97,2.7,-4.5,0.52,2.4,小幅涨:近10日+3% | 回调至MA20(14.11):+1.9% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.9% | 量能健康(1.0xMA20) | 量开始放大
688310,迈得医疗,2026-04-13,9.0,中回调,15.85,15.62,15.43,15.56,16.38,59.9,61.6,0.0917,73.1,64.1,91.3,0.99,3.7,-5.0,0.61,1.5,小幅涨:近10日+4% | 回调至MA20(15.56):+1.9% | MACD红柱(已启动) | RSI14=62(正常区) | 乖离正常:BIAS20=1.9% | 量能健康(1.0xMA20) | 量开始放大
688409,富创精密,2026-04-13,9.0,中回调,91.54,94.44,92.72,89.45,92.82,58.6,63.1,0.7817,55.4,63.4,39.2,1.35,3.7,0.5,5.25,-3.1,小幅涨:近10日+4% | 回调至MA20(89.45):+2.3% | MACD红柱(已启动) | RSI14=63(正常区) | 乖离正常:BIAS20=2.3% | 量能健康(1.3xMA20) | 量开始放大
688418,震有科技,2026-04-13,9.0,深回调,42.71,41.33,41.0,40.55,44.47,73.1,67.4,0.3414,66.0,59.7,78.4,1.56,3.1,6.1,2.11,3.3,小幅涨:近10日+3% | 回调至MA60(44.47) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=66) | 量能健康(1.6xMA20) | 量开始放大
688669,聚石化学,2026-04-13,9.0,中回调,26.84,26.75,26.15,26.3,26.7,73.1,65.3,0.1442,49.4,46.9,54.4,1.07,3.1,-2.1,1.29,0.4,小幅涨:近10日+3% | 回调至MA20(26.30):+2.0% | MACD红柱(已启动) | KDJ金叉(K=49) | 乖离正常:BIAS20=2.0% | 量能健康(1.1xMA20)
688682,霍莱沃,2026-04-13,9.0,中回调,43.97,43.83,43.67,43.64,49.79,58.3,65.3,0.4064,51.1,48.7,55.7,0.83,3.2,-2.4,1.99,0.3,小幅涨:近10日+3% | 回调至MA20(43.64):+0.8% | MACD红柱(已启动) | KDJ金叉(K=51) | 乖离正常:BIAS20=0.8% | 量能健康(0.8xMA20)
688699,明微电子,2026-04-13,9.0,中回调,45.87,44.71,43.73,44.69,50.49,81.5,61.1,0.5423,71.6,55.2,104.5,1.18,4.4,-3.3,1.88,2.6,小幅涨:近10日+4% | 回调至MA20(44.69):+2.6% | MACD红柱(已启动) | RSI14=61(正常区) | 乖离正常:BIAS20=2.6% | 量能健康(1.2xMA20) | 量开始放大
688733,壹石通,2026-04-13,9.0,中回调,27.64,27.06,26.55,27.26,29.71,79.1,60.0,0.1979,74.5,58.9,105.5,0.75,2.8,-13.4,1.03,2.1,小幅涨:近10日+3% | 回调至MA20(27.26):+1.4% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.4% | 量能健康(0.7xMA20) | 量开始放大
688719,爱科赛博,2026-04-13,9.0,布林撑,48.4,46.02,44.71,42.16,45.51,85.9,82.1,0.911,85.8,82.9,91.7,1.68,11.6,23.2,2.31,5.2,强势:近20日+23% | 布林下轨(35.45)获撑 | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(1.7xMA20) | 量开始放大
000506,招金黄金,2026-04-13,8.5,中回调,17.39,18.15,17.58,17.11,18.85,55.2,60.3,0.2352,57.1,64.9,41.4,1.0,5.8,-4.1,1.04,-4.2,小幅涨:近10日+6% | 回调至MA20(17.11):+1.6% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.6% | 量能健康(1.0xMA20)
000559,万向钱潮,2026-04-13,8.5,深回调,16.15,15.66,15.49,15.61,17.58,65.7,64.3,0.1655,58.4,48.9,77.4,1.68,4.7,-4.7,0.62,3.1,小幅涨:近10日+5% | 回调至MA60(17.58) | MACD红柱(已启动) | RSI14=64(正常区) | KDJ金叉(K=58) | 量能健康(1.7xMA20) | 量开始放大
000878,云南铜业,2026-04-13,8.5,中回调,18.99,18.59,18.31,18.75,22.03,71.8,61.1,0.2086,75.2,56.4,112.8,0.78,2.8,-15.4,0.66,2.2,小幅涨:近10日+3% | 回调至MA20(18.75):+1.3% | MACD红柱(已启动) | RSI14=61(正常区) | 乖离正常:BIAS20=1.3% | 量能健康(0.8xMA20)
000890,法尔胜,2026-04-13,8.5,轻回调,13.15,15.33,15.41,14.29,9.12,27.7,50.0,-0.3285,39.4,63.1,-8.0,0.73,-2.4,18.6,1.31,-14.2,强势:近20日+19% | 回调至MA10下:-14.7% | RSI14=50(回升区) | KDJ超卖J=-8 | 量能健康(0.7xMA20)
001218,丽臣实业,2026-04-13,8.5,中回调,25.1,24.95,24.71,24.95,25.26,71.5,62.5,0.0643,71.8,60.0,95.2,0.7,2.3,-4.2,0.8,0.6,小幅涨:近10日+2% | 回调至MA20(24.95):+0.6% | MACD红柱(已启动) | RSI14=63(正常区) | 乖离正常:BIAS20=0.6% | 量能健康(0.7xMA20)
001223,欧克科技,2026-04-13,8.5,深回调,51.78,53.14,51.01,49.95,54.04,55.2,63.0,0.724,68.7,68.2,69.9,0.87,8.2,-1.3,2.49,-2.6,上涨:近10日+8% | 回调至MA60(54.04) | MACD红柱(已启动) | RSI14=63(正常区) | KDJ金叉(K=69) | 量能健康(0.9xMA20)
001298,好上好,2026-04-13,8.5,中回调,29.71,29.12,28.56,29.19,30.49,82.1,59.6,0.1669,78.1,59.5,115.4,0.71,3.1,-3.4,1.05,2.0,小幅涨:近10日+3% | 回调至MA20(29.19):+1.8% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.8% | 量能健康(0.7xMA20)
001287,中电港,2026-04-13,8.5,布林撑,26.95,25.43,24.54,24.58,24.24,85.6,60.2,0.2616,74.0,57.0,108.1,1.07,9.6,21.2,1.41,6.0,强势:近20日+21% | 布林下轨(21.94)获撑 | MACD红柱(已启动) | RSI14=60(正常区) | 量能健康(1.1xMA20) | 量开始放大
001389,广合科技,2026-04-13,8.5,布林撑,132.0,125.15,121.25,116.09,106.88,86.5,82.8,1.4011,79.0,74.0,89.2,1.27,14.9,10.4,7.37,5.5,上涨:近10日+15% | 布林下轨(99.75)获撑 | MACD红柱(已启动) | RSI6金叉RSI14 | 量能健康(1.3xMA20) | 量开始放大
002042,华孚时尚,2026-04-13,8.5,深回调,4.51,4.43,4.37,4.32,4.36,67.6,66.7,0.0301,69.7,67.7,73.7,0.8,2.0,-0.9,0.24,1.9,小幅涨:近10日+2% | 回调至MA60(4.36) | MACD红柱(已启动) | RSI6金叉RSI14 | KDJ金叉(K=70) | 量能健康(0.8xMA20)
002119,康强电子,2026-04-13,8.5,中回调,21.44,21.57,20.8,21.03,22.3,73.7,59.5,0.2026,70.9,61.5,89.7,0.74,5.8,0.6,0.92,-0.6,小幅涨:近10日+6% | 回调至MA20(21.03):+1.9% | MACD红柱(已启动) | RSI14=60(正常区) | 乖离正常:BIAS20=1.9% | 量能健康(0.7xMA20)
002128,电投能源,2026-04-13,8.5,中回调,31.54,31.79,31.15,30.71,30.22,61.6,64.0,0.1196,67.1,68.0,65.1,0.9,5.5,-6.2,1.12,-0.8,小幅涨:近10日+5% | 回调至MA20(30.71):+2.7% | MACD红柱(已启动) | RSI14=64(正常区) | 乖离正常:BIAS20=2.7% | 量能健康(0.9xMA20)
002152,广电运通,2026-04-13,8.5,中回调,11.94,11.74,11.58,11.89,12.84,79.4,57.9,0.0691,73.8,56.3,108.8,0.96,3.8,-7.6,0.33,1.7,小幅涨:近10日+4% | 回调至MA20(11.89):+0.4% | MACD红柱(已启动) | RSI14=58(正常区) | 乖离正常:BIAS20=0.4% | 量能健康(1.0xMA20)
